interest,scoring_low,monthly_payment,f1,f2,earlies_credit_mon,region,class,total_loan,initial_list_status,employer_type,f4,user_id,use,is_default,pub_dero_bankrup,f0,censor_status,industry,scoring_high,work_year,debt_loan_ratio,policy_code,f3,title,year_of_loan,del_in_18month,recircle_u,early_return_amount_3mon,recircle_b,early_return,loan_id,post_code,early_return_amount,house_exist,issue_date_y,issue_date_m,issue_date_diff
12.69,805.0,790.82,0.0,10.0,Dec-95,14,2,35000.0,0,3,6.0,210877,0,1,0.0,3.0,2,6,939.1666667000002,3,27.45,1,18.0,0,5,0,8.615384615,0.0,3976.615385,0,1010877,19,0,0,2015,4,2861
6.615,556.3636364,186.23,0.0,4.0,Sep-95,0,0,7090.9090909999995,0,0,6.0,215159,0,0,0.0,8.0,2,0,602.7272727000001,3,20.71636364,1,14.0,0,3,0,58.26923077,0.0,10645.0,0,1015159,616,0,0,2017,12,3836
6.291,576.8181818,771.82,0.0,2.0,Nov-89,3,0,20454.54545,0,0,12.0,201504,4,0,0.0,8.0,1,2,672.9545455,1,14.95454545,1,19.0,4,3,0,53.09230769,0.0,53312.0,0,1001504,89,0,0,2015,2,2802
17.171,670.0,241.12,0.0,5.0,Nov-94,13,3,8181.818181999999,0,0,4.0,220141,4,1,0.0,4.0,2,0,837.5,10,14.13636364,1,6.0,4,5,1,73.9,0.0,13693.07692,0,1020141,95,0,1,2015,3,2830
15.939,540.0,823.31,0.0,14.0,3-Oct,14,2,41363.636360000004,1,0,11.0,233907,4,1,0.0,14.0,1,1,675.0,10,12.99272727,1,24.0,4,5,0,73.66153846,0.0,47656.0,0,1033907,63,0,0,2016,11,3441
10.923,600.0,257.88,0.0,1.0,Oct-99,12,1,8727.272727,0,1,3.0,208326,0,0,0.0,4.0,0,0,650.0,2,4.3272727269999995,1,5.0,0,3,0,46.5,0.0,4550.0,0,1008326,49,0,1,2017,12,3836
14.193,720.0,483.93,0.0,12.0,5-Nov,20,3,16363.636359999999,1,3,3.0,238312,0,0,0.0,4.0,0,5,780.0,4,16.17818182,1,7.0,0,5,0,103.38461540000002,0.0,21223.0,0,1038312,526,0,0,2016,1,3136
9.99,660.0,645.25,0.0,3.0,Mar-95,13,1,21818.181819999998,0,0,12.0,222595,0,0,1.0,2.0,1,2,825.0,8,15.68727273,1,17.0,0,3,0,41.9,0.0,6538.0,0,1022595,232,0,0,2015,3,2830
12.744000000000002,774.5454545,171.28,0.0,1.0,4-Dec,23,2,4545.4545450000005,1,0,3.0,213319,8,0,0.0,2.0,0,7,839.0909091,4,8.09,1,4.0,9,3,0,49.47692308,0.0,2917.846154,0,1013319,529,0,2,2014,2,2437
17.090999999999998,741.8181818,549.77,0.0,5.0,12-Aug,8,3,17727.27273,1,5,3.0,233417,4,1,0.0,3.0,1,4,865.4545455,0,22.77818182,1,4.0,4,3,0,62.13846154,0.0,11990.46154,0,1033417,171,0,1,2016,11,3441
19.99,695.0,541.69,0.0,9.0,4-Mar,36,4,18590.90909,0,0,1.0,237240,0,0,1.0,4.0,1,6,752.9166667000001,5,21.66545455,1,8.0,0,5,0,26.19230769,0.0,2249.0,0,1037240,249,0,1,2015,12,3105
13.185,660.0,137.98,0.0,5.0,2-May,8,2,3636.363636,1,0,11.0,208433,0,0,1.0,9.0,0,9,770.0,10,29.27,1,13.0,0,3,0,99.34615385,0.0,8354.0,0,1008433,550,0,1,2015,6,2922
12.591,631.8181818,779.32,0.0,5.0,2-Feb,19,2,27409.090910000003,0,4,3.0,229038,0,1,0.0,3.0,1,12,684.469697,10,15.85,1,4.0,0,5,1,98.88461538,0.0,13350.0,0,1029038,29,0,0,2015,6,2922
10.790999999999999,660.0,90.5,0.0,12.0,Jun-95,37,1,3220.454545,1,0,12.0,223768,0,0,0.0,5.0,0,4,770.0,3,10.68181818,1,20.0,0,3,0,40.3,0.0,5507.384615,0,1023768,413,0,0,2014,12,2740
5.841,785.0,903.31,0.0,9.0,Dec-98,28,0,30000.0,1,2,6.0,225265,0,0,0.0,6.0,1,6,915.8333332999998,10,26.47,1,10.0,0,3,0,29.19230769,0.0,23802.69231,0,1025265,54,0,0,2018,4,3957
14.390999999999998,589.0909091,738.2,0.0,5.0,5-Jul,13,2,24818.181819999998,0,0,9.0,244891,0,0,0.0,8.0,1,7,687.2727272999999,10,15.24,1,30.0,0,3,0,14.86153846,0.0,5449.846154,0,1044891,36,0,0,2017,3,3561
13.49,572.7272727000001,690.15,0.0,6.0,Jul-88,14,2,35454.54545,1,1,6.0,200808,3,0,0.0,5.0,1,5,668.1818182,8,11.41,1,8.0,3,5,0,76.67692308,0.0,17638.92308,0,1000808,340,0,0,2017,2,3533
10.076,548.1818182,255.0,,12.0,Feb-74,20,1,8727.272727,0,0,8.0,211649,2,0,0.0,12.0,2,0,593.8636364,10,20.98636364,1,16.0,5,3,0,72.69230769,0.0,28251.92308,0,1011649,345,0,0,2016,2,3167
8.238999999999999,695.4545455,311.02,0.0,10.0,1-Nov,43,0,8181.818181999999,0,4,8.0,223458,0,0,0.0,5.0,0,9,753.4090909,10,15.38181818,1,11.0,0,3,0,20.03076923,68.2,4607.307692,3,1023458,818,341,2,2017,1,3502
11.690999999999999,730.0,646.84,0.0,6.0,4-Jun,13,2,15709.090909999999,0,1,4.0,221556,3,0,0.0,3.0,1,1,912.5,4,20.81454545,1,10.0,3,3,0,86.42307692,917.4,14237.0,3,1021556,715,4587,1,2014,7,2587
17.171,752.7272727000001,506.34,0.0,2.0,1-Dec,8,3,22909.09091,1,3,0.0,231304,0,0,0.0,1.0,2,5,878.1818182,10,1.75,1,2.0,0,5,0,76.03076923,1083.4,6310.769231,0,1031304,235,5417,0,2015,2,2802
19.327,695.0,603.85,0.0,5.0,Aug-96,36,3,28363.636360000004,1,0,4.0,209118,0,0,0.0,6.0,1,12,810.8333332999999,0,12.96,1,13.0,0,5,1,49.10769231,926.8,10949.53846,5,1009118,451,9268,0,2014,10,2679
12.88,736.3636364,840.91,0.0,3.0,Oct-99,2,2,27272.72727,0,5,2.0,232230,0,0,0.0,4.0,0,4,920.4545455,10,11.34545455,1,6.0,0,3,1,83.16923077,2116.8,14843.230769999998,0,1032230,405,10584,0,2016,1,3136
13.33,613.6363636,324.99,,2.0,Jan-93,9,2,11345.45455,1,0,10.0,240487,0,0,1.0,10.0,2,0,767.0454545,10,14.95454545,1,18.0,0,3,2,16.15384615,776.0,2022.4615379999998,3,1040487,189,3880,1,2015,6,2922
16.77,700.0,494.59,,,Nov-95,13,3,16363.636359999999,1,0,,240066,0,0,0.0,,2,10,875.0,5,23.04,1,,38,5,0,64.61538462,0.0,18492.92308,1,1040066,499,2822,0,2011,10,1583
8.69,785.4545455,782.26,0.0,8.0,Oct-93,14,0,20454.54545,0,1,14.0,209636,0,0,0.0,9.0,1,4,916.3636364,9,9.59,1,19.0,0,3,0,20.03076923,331.2,12530.76923,3,1009636,63,1656,0,2014,3,2465
11.061,710.0,767.12,0.0,5.0,Aug-83,19,2,27181.818180000002,0,4,12.0,245828,4,0,0.0,5.0,0,4,887.5,10,5.94,1,16.0,4,3,0,48.0,0.0,16018.84615,0,1045828,43,5259,0,2015,10,3044
10.087,540.0,143.46,0.0,5.0,Nov-96,27,1,4090.9090909999995,0,0,6.0,201157,0,0,2.0,3.0,1,3,585.0,0,10.36,1,15.0,0,3,0,8.076923077,469.5,1024.0,1,1001157,267,1565,1,2015,8,2983
7.89,741.8181818,250.29,0.0,7.0,1-Aug,8,0,6545.4545450000005,0,0,17.0,246115,2,0,0.0,8.0,0,2,927.2727273,2,10.91818182,1,23.0,5,3,1,11.1,329.0,6332.0,3,1046115,167,1645,1,2015,6,2922
5.841,634.0909091,588.38,0.0,2.0,Apr-76,14,0,20945.45455,0,3,14.0,248462,0,0,0.0,5.0,0,1,686.9318182,10,8.64,1,20.0,0,3,0,46.61538462,0.0,37053.0,3,1048462,812,7692,0,2016,2,3167
15.378,540.0,205.01,0.0,1.0,10-Sep,10,2,5454.5454549999995,1,2,3.0,223951,0,1,0.0,4.0,0,4,585.0,0,22.01454545,1,5.0,0,3,0,94.26923077,0.0,9140.769231,0,1023951,72,0,0,2014,10,2679
16.416,785.4545455,497.73,0.0,37.0,Sep-86,37,3,21272.72727,0,0,8.0,249467,0,0,1.0,4.0,2,3,916.3636364,10,13.55727273,1,18.0,0,5,0,23.07692308,0.0,4690.0,2,1049467,475,7135,0,2014,6,2557
11.754000000000001,750.0,438.4,0.0,3.0,Nov-88,8,2,11818.18182,1,1,9.0,204889,0,0,0.0,9.0,0,2,937.5,10,18.40909091,1,33.0,0,3,0,21.75384615,336.0,8119.615384999999,3,1004889,157,1680,0,2018,6,4018
5.852,725.0,391.5,0.0,4.0,2-Oct,2,0,15363.636359999999,0,1,4.0,200323,2,0,0.0,6.0,0,1,906.25,10,9.973636363999999,1,12.0,5,3,0,45.5,1080.6,13018.84615,3,1000323,230,3602,0,2015,9,3014
17.919,690.0,353.01,0.0,8.0,1-Dec,2,2,10000.0,1,1,1.0,239105,0,0,1.0,1.0,1,2,747.5,10,11.42727273,1,2.0,0,3,0,65.6,0.0,2426.0,1,1039105,162,961,0,2013,4,2131
12.681,568.6363636,342.22,,,Mar-88,21,1,8181.818181999999,1,1,,222013,12,0,0.0,,0,2,710.7954545,1,13.03636364,1,,3284,3,0,92.65384615,925.4,39175.0,3,1022013,369,4627,0,2012,8,1888
12.897,685.0,412.06,0.0,9.0,Oct-97,21,2,10909.090909999999,1,0,9.0,223959,4,0,0.0,6.0,0,5,799.1666667000001,10,15.16,1,17.0,22413,3,0,54.27692308,0.0,18181.0,3,1023959,120,5262,1,2013,6,2192
24.99,564.5454545,498.88,0.0,0.0,Aug-00,14,5,15454.54545,1,1,2.0,213812,0,0,0.0,3.0,1,0,705.6818182,5,3.8290909089999996,1,6.0,0,5,0,54.6,54.9,6909.230769,0,1013812,307,183,0,2014,6,2557
14.839,597.2727272999999,358.3,,,Jul-98,36,2,24000.0,1,1,,227657,2,0,0.0,,2,0,746.5909091,9,18.74,1,,94,5,0,28.98461538,765.5,26859.538460000003,4,1027657,246,7655,0,2011,6,1461
10.790999999999999,780.0,365.31,0.0,6.0,Jul-95,2,1,10000.0,1,0,11.0,205750,0,0,0.0,8.0,1,5,910.0,0,21.73909091,1,19.0,0,3,0,63.11538462,396.2,13071.0,0,1005750,79,1981,1,2014,4,2496
10.790999999999999,627.2727272999999,652.57,0.0,6.0,2-Mar,26,1,21436.36364,1,0,4.0,208411,0,0,0.0,5.0,0,4,731.8181818,3,19.53636364,1,8.0,0,3,0,61.9,239.4,14072.307690000001,2,1008411,184,798,1,2014,3,2465
7.9,613.6363636,350.46,0.0,10.0,Jun-91,27,0,11200.0,0,5,5.0,203506,0,0,0.0,5.0,2,4,664.7727272999999,7,20.24545455,1,13.0,38,3,5,60.7,512.4,5155.384615,1,1003506,46,5124,0,2013,11,2345
11.44,618.1818182,69.19,0.0,2.0,Dec-94,13,1,2100.0,0,0,8.0,216136,5,1,0.0,9.0,2,4,721.2121212000001,10,7.79,1,27.0,6,3,4,25.66153846,0.0,6664.615385,0,1016136,124,0,0,2014,12,2740
16.99,640.9090909,301.23,0.0,4.0,Sep-94,13,3,9218.181818000001,0,0,4.0,223895,0,1,0.0,3.0,2,5,694.3181818,10,12.61636364,1,7.0,0,3,0,72.0,0.0,11884.61538,0,1023895,232,0,1,2015,11,3075
7.371,552.2727272999999,314.25,0.0,5.0,3-Jul,8,0,8181.818181999999,1,4,12.0,224040,0,1,0.0,11.0,2,5,690.3409091,10,15.74,1,24.0,0,3,0,62.0,0.0,15355.84615,0,1024040,111,0,1,2015,2,2802
13.519,680.0,140.09,0.0,5.0,May-94,8,2,4581.818182,1,0,7.0,218968,3,0,0.0,5.0,1,2,736.6666667000001,10,8.427272727,1,16.0,3,3,0,48.34615385,69.1,4276.0,2,1018968,590,691,1,2015,9,3014
11.421,548.1818182,406.71,0.0,15.0,3-Mar,18,2,21272.72727,0,1,3.0,249885,4,0,0.0,4.0,0,1,639.5454545,10,8.854545455,1,4.0,4,5,0,87.41538462,777.8,15071.53846,2,1049885,92,7778,0,2015,8,2983
19.338,593.1818182,261.73,,,1-Apr,8,3,10400.0,1,3,,216985,1,1,1.0,,2,1,741.4772727000001,10,8.93,1,,4663,5,0,5.423076922999999,0.0,921.8461537999999,0,1016985,143,0,1,2011,9,1553
13.545,763.6363636,285.8,0.0,3.0,4-Oct,21,2,9818.181818000001,0,5,3.0,224983,3,1,0.0,4.0,0,5,890.9090909,10,2.4381818180000003,1,9.0,3,5,0,6.461538462,0.0,552.6923077,0,1024983,45,0,2,2018,1,3867
12.99,680.0,269.52,0.0,2.0,Nov-99,8,1,9454.545455,1,4,8.0,225589,0,0,0.0,8.0,2,0,793.3333332999999,8,18.72,1,14.0,28914,3,1,62.42307692,330.4,20673.69231,1,1025589,261,1652,1,2013,10,2314
17.919,747.2727272999999,264.76,0.0,2.0,6-Oct,43,2,7500.0,1,2,12.0,236802,4,1,1.0,3.0,0,1,809.5454545,10,11.97818182,1,15.0,1158,3,0,31.01538462,0.0,5123.0,0,1036802,313,0,1,2013,6,2192
14.421,636.3636364,337.47,,,2-Jul,9,1,10000.0,1,0,,216925,11,0,0.0,,2,5,742.4242423999999,6,20.11090909,1,,58510,3,0,84.69230769,1241.4,17533.384619999997,0,1016925,187,4138,1,2012,5,1796
9.75,720.0,964.5,0.0,9.0,Feb-98,19,1,32727.27273,1,3,26.0,204644,4,1,0.0,12.0,1,0,840.0,10,26.10545455,1,57.0,4,3,0,46.6,0.0,41427.692310000006,0,1004644,52,0,0,2016,3,3196
12.69,560.4545455,335.45,0.0,4.0,6-Sep,8,2,10909.090909999999,1,0,3.0,248384,0,0,0.0,5.0,2,5,607.1590909,7,9.087272727,1,8.0,0,3,0,69.89230769,0.0,10902.76923,0,1048384,111,0,1,2015,8,2983
8.789,785.4545455,783.3,0.0,7.0,7-Apr,30,0,20454.54545,1,1,7.0,227629,0,0,0.0,2.0,0,12,916.3636364,10,22.57363636,1,13.0,0,3,0,41.1,0.0,16076.307690000001,0,1027629,107,0,1,2016,11,3441
5.32,796.3636364,271.04,0.0,6.0,Oct-00,27,0,10636.363640000001,0,1,3.0,243632,4,0,0.0,4.0,0,1,929.0909091,10,9.196363636000001,1,7.0,4,3,0,56.2,0.0,12051.92308,0,1043632,460,0,0,2016,3,3196
24.695,613.6363636,975.64,0.0,13.0,Jun-00,23,5,31818.181819999998,0,0,17.0,247623,0,1,0.0,13.0,0,9,767.0454545,10,35.74545455,1,27.0,0,5,1,80.12307692,0.0,24308.30769,0,1047623,291,0,2,2016,1,3136
18.689,752.7272727000001,99.82,0.0,5.0,5-Jul,8,3,2545.454545,0,2,3.0,238534,7,0,0.0,3.0,2,0,815.4545455,9,20.50909091,1,7.0,8,3,0,47.16923077,0.0,9998.153846,0,1038534,134,0,1,2015,10,3044
18.854,700.0,872.48,0.0,15.0,Nov-89,36,3,35000.0,0,3,7.0,206627,0,0,0.0,3.0,2,12,816.6666667000001,10,11.15181818,1,14.0,0,5,0,101.9,0.0,42127.38462,0,1006627,466,0,1,2015,1,2771
12.089,725.4545455,597.78,0.0,7.0,4-May,21,1,27500.0,0,3,7.0,240053,2,0,1.0,5.0,2,2,906.8181818,3,2.7,1,14.0,5,5,0,23.88461538,0.0,8822.0,0,1040053,90,0,0,2015,6,2922
13.67,597.2727272999999,346.47,0.0,26.0,4-Feb,22,2,12272.72727,0,1,7.0,217976,0,1,1.0,2.0,1,2,696.8181818,10,6.316363636,1,13.0,0,5,0,28.1,0.0,5556.0,0,1017976,404,0,0,2016,4,3227
11.421,736.3636364,117.41,,,7-Apr,14,1,2863.636364,1,2,,237397,1,0,0.0,,0,5,797.7272727000001,3,8.1,1,,3880,3,0,0.6,0.0,50.0,0,1037397,19,0,1,2011,10,1583
15.389000000000001,660.0,546.77,0.0,4.0,Sep-99,30,2,14545.45455,0,2,8.0,225395,0,0,1.0,7.0,2,10,825.0,10,19.82181818,1,25.0,0,3,0,86.07692308,0.0,16388.615380000003,0,1025395,107,0,1,2016,11,3441
8.541,730.0,640.57,0.0,38.0,4-Feb,13,1,18181.818180000002,1,1,12.0,239687,4,0,0.0,11.0,0,1,912.5,9,17.33,1,22.0,4,3,0,67.26923077,0.0,23210.76923,0,1039687,677,0,0,2016,10,3410
17.99,568.6363636,361.48,0.0,5.0,11-Jun,27,3,10909.090909999999,1,2,6.0,249216,4,0,0.0,4.0,1,0,710.7954545,0,12.01090909,1,9.0,4,3,0,41.53846154,0.0,13140.0,0,1049216,343,0,1,2017,3,3561
12.582,556.3636364,1025.04,0.0,2.0,2-Jun,8,2,32727.27273,1,0,16.0,206206,4,0,0.0,3.0,2,8,649.0909091,3,8.312727273,1,21.0,4,3,0,75.9,0.0,13504.0,0,1006206,777,0,0,2014,2,2437
23.298000000000002,613.6363636,1238.78,0.0,6.0,Aug-96,26,4,35781.81818,1,0,10.0,200791,0,0,0.0,11.0,2,3,664.7727272999999,10,15.16,1,21.0,0,3,1,19.84615385,0.0,12552.692309999999,0,1000791,42,0,0,2016,2,3167
12.639000000000001,705.0,164.86,0.0,12.0,Oct-85,21,1,4545.4545450000005,0,0,10.0,237037,0,0,0.0,10.0,1,7,763.75,8,20.39090909,1,19.0,0,3,0,25.5,0.0,25902.15385,0,1037037,32,0,0,2017,2,3533
17.171,640.9090909,1223.77,0.0,36.0,1-Feb,23,3,35000.0,1,3,3.0,246462,4,1,0.0,4.0,1,8,747.7272727000001,8,6.785454545,1,6.0,4,3,0,70.10769231,0.0,10675.0,0,1046462,104,0,0,2015,4,2861
10.735999999999999,568.6363636,422.59,0.0,7.0,Oct-88,26,1,21818.181819999998,0,1,9.0,240055,0,0,0.0,3.0,0,9,663.4090909,1,14.67272727,1,16.0,0,5,0,71.18461538,0.0,10856.307690000001,0,1040055,245,0,2,2015,12,3105
12.74,720.0,402.83,0.0,1.0,7-Apr,36,2,13090.909090000001,0,0,7.0,209751,0,0,0.0,6.0,1,8,780.0,0,14.93181818,1,9.0,0,3,1,73.66153846,0.0,14148.0,0,1009751,466,0,1,2017,2,3533
12.089,660.0,252.06,0.0,4.0,Aug-00,14,1,7700.0,1,1,9.0,220796,4,0,1.0,3.0,1,11,715.0,0,12.92,1,14.0,4,3,0,67.6,0.0,8974.615385,0,1020796,66,0,1,2015,8,2983
20.064,780.0,727.44,0.0,6.0,Apr-99,3,3,25909.09091,1,0,14.0,226629,0,0,0.0,7.0,1,7,910.0,10,24.98181818,1,20.0,0,5,0,78.11538462,0.0,33769.0,0,1026629,614,0,2,2014,5,2526
10.99,654.5454545,654.68,0.0,4.0,Nov-90,13,1,20000.0,0,1,6.0,209777,5,0,0.0,4.0,1,3,763.6363636,10,3.8290909089999996,1,14.0,6,3,0,29.1,0.0,20000.30769,0,1009777,51,0,0,2015,7,2952
13.779000000000002,618.1818182,292.47,0.0,6.0,5-Oct,32,2,8400.0,0,3,6.0,226519,4,1,1.0,7.0,2,0,721.2121212000001,10,33.65454545,1,10.0,4,3,0,41.1,0.0,8465.538462,0,1026519,379,0,1,2016,3,3196
9.135,544.0909091,323.38,0.0,4.0,May-93,23,1,10000.0,0,0,12.0,243797,0,1,0.0,5.0,1,9,680.1136364,9,26.41,1,23.0,0,3,2,59.6,0.0,11406.92308,0,1043797,146,0,0,2014,8,2618
10.087,675.0,318.79,0.0,16.0,2-Apr,20,1,9090.909091,0,2,11.0,222920,4,0,0.0,13.0,0,6,731.25,3,15.86,1,21.0,4,3,3,56.5,0.0,9494.769231,0,1022920,629,0,0,2016,1,3136
13.44,585.0,238.99,0.0,7.0,8-Oct,13,2,9454.545455,0,1,2.0,203112,5,0,0.0,3.0,1,10,633.75,2,12.88363636,1,6.0,6,5,0,11.8,0.0,1668.923077,0,1003112,17,0,2,2016,1,3136
16.555,752.7272727000001,346.9,0.0,7.0,May-99,13,2,11818.18182,0,0,3.0,204248,0,1,0.0,1.0,1,3,878.1818182,10,10.60363636,1,6.0,0,3,0,85.38461538,0.0,5034.0,0,1004248,141,0,1,2017,8,3714
14.661,613.6363636,194.16,0.0,0.0,8-Mar,21,2,6000.0,1,1,10.0,227929,5,1,0.0,9.0,0,6,767.0454545,1,9.703636364,1,15.0,6,3,0,32.63076923,0.0,8156.615384999999,0,1027929,342,0,0,2013,5,2161
6.632999999999999,568.6363636,608.72,0.0,11.0,Apr-77,0,0,21818.181819999998,1,3,22.0,216760,0,0,0.0,10.0,2,0,663.4090909,2,21.9,1,38.0,0,3,0,46.61538462,0.0,54313.53846,0,1016760,119,0,0,2015,1,2771
10.026,705.0,754.52,0.0,8.0,Aug-89,9,1,23000.0,1,0,21.0,227296,4,1,0.0,8.0,1,2,881.25,3,2.560909091,1,25.0,521,3,0,41.7,0.0,24421.84615,0,1027296,57,0,0,2013,7,2222
7.26,745.0,787.31,0.0,6.0,Aug-95,13,0,23090.90909,0,4,8.0,226202,0,0,0.0,4.0,1,2,869.1666667000002,6,9.84,1,14.0,0,3,0,34.46153846,0.0,28470.0,0,1026202,17,0,1,2015,8,2983
7.667000000000001,796.3636364,864.18,0.0,14.0,Jan-97,13,0,22909.09091,0,0,17.0,238003,4,0,0.0,11.0,1,6,929.0909091,10,28.86363636,1,31.0,4,3,0,43.50769231,0.0,355336.1538,0,1038003,62,0,0,2016,3,3196
10.503,568.6363636,823.95,0.0,1.0,Dec-95,38,1,27190.909089999997,1,1,20.0,237747,4,0,0.0,5.0,2,11,710.7954545,0,12.52727273,1,30.0,4,3,0,31.66153846,0.0,25702.15385,0,1037747,390,0,1,2014,10,2679
18.04,589.0909091,490.63,,,Apr-93,1,4,21818.181819999998,1,0,,218776,0,0,0.0,,1,3,638.1818182,7,11.99090909,1,,9718,5,0,16.8,1955.4,19183.84615,5,1018776,800,9777,0,2011,2,1341
5.6160000000000005,617.7272727000001,488.5,0.0,11.0,2-Jan,8,0,17454.54545,0,0,7.0,239833,4,0,0.0,2.0,0,5,772.1590909,0,7.06,1,13.0,4,3,0,35.26153846,0.0,14143.0,0,1039833,221,2391,0,2015,9,3014
18.205,600.0,347.64,0.0,4.0,Dec-85,26,3,15409.090909999999,1,4,16.0,211087,4,0,0.0,13.0,0,0,700.0,0,30.82727273,1,25.0,4,5,0,81.52307692,560.7,45828.46154,3,1011087,184,1869,0,2015,7,2952
16.99,763.6363636,342.22,,8.0,2-Oct,26,3,9600.0,1,1,14.0,205668,5,0,0.0,1.0,2,0,827.2727272999999,2,23.80909091,1,23.0,6,3,0,106.1538462,0.0,6959.0769230000005,1,1005668,380,526,1,2017,2,3533
5.32,815.0,180.69,0.0,2.0,Aug-97,18,0,4909.0909090000005,0,0,11.0,211053,2,0,0.0,3.0,0,0,950.8333332999998,8,7.57,1,13.0,5,3,0,5.815384615,595.5,3156.0,2,1011053,290,1985,0,2017,10,3775
8.253,540.0,191.28,0.0,7.0,Aug-96,9,1,4909.0909090000005,1,0,6.0,223097,4,0,0.0,3.0,1,1,675.0,10,8.860909091,1,11.0,4,3,0,41.81538462,220.0,17945.76923,2,1023097,617,1100,0,2015,11,3075
16.99,774.5454545,528.01,0.0,16.0,Aug-83,19,3,23181.818180000002,1,3,11.0,202728,2,0,0.0,5.0,2,0,968.1818182,2,15.95454545,1,21.0,3921,5,3,8.861538462,0.0,2922.461538,0,1002728,84,8078,2,2013,12,2375
